comment,likes_count,label
présidency2024ofamerica 2024 king if thé world sir amamra said i belive my contrat america thanks you sée than,1,1
presidency2024of america usa king if thé world sir amamra said thanks you sée than,1,1
roi said président 2024 in america usa said amamra thanks you sée than,1,1
amamra said presidency2024 if usa king if thé world sir amamra said thanks you sée than,1,1
thisi think is the first time a head of state has with humility and utmost pride presented the state of the union resounding in every corner of the country hes won the race already and as if by magical design hes won the race already never mind the unimaginable approval numbers hes won the race already and thats god bestowed god bless the homeland,1,1
mr right honourablepresident joseph rbidenyou are an extraordinary man for this moment in world historyproviding proper leadershipdefending democracy in one of its darkest moments,1,1
my president doesnt look too good he just screamed and yelled,1,1
what i am hearing from him tonightis what will make america great againhe has been focused on deliveringnot covering up immoral actsand engaging in indictable activities,1,1
trump 2024 for 3rd time looking forward to the debate,1,1
hell go down as the worst president in history,1,1
fjbfjbfjbfjb trump 2024,1,1
citizen trumpf did nothing for this country except bring problems,1,1
i love how he distracts people from his lies by telling everyone what they want to hearknowing this shit is not going to happen,1,1
you are really funny mister president,1,1
wow so much for a senile president bravo,1,1
trump,2,1
war mongering worthless trash i dont believe ive seen a president in my life that truthfully has the common persons interest at heart simply corporate profits and the abolishment of our freedoms to ensure further control,1,1
he torched the republican party they all looked so small even the supreme court justices looked sunken great state of the union speech from a great president unlike that clown that repubs support trump will go down as the worst president in us history,1,1
you foreigners commenting are either bots or 100 insane this clown has done nothing but make lives worse and all you ever say is trump said this or trump did that my life and the peoples lives around me were better a million fold with trump,1,1
more and more you see why he is unquestionably the leader of the party 4 more years,1,1
lets all come together as he mumbles and borderline incoherently shits on everybody for 1 hour who is against his political views lmfao what a rant,1,1
john kennedy is president usarodoffe mckennedy crazy we only luck about you,1,1
he is the best president the united states has ever had their policies are awesome its just a matter of time until everything works out perfectly you have to have a screw loose if you do not vote for him again,1,1
im telling you i would not vote for him id rather stay at home,1,1
738 make sure political violence has no place in america audience gives standing ovation moscow mike sits there giving a polite golf clap when will this dolt realize that hes in over his head and hes just a disposable puppet that trump is using,1,1
this is why trump wanted to build the wall,1,1
you can put a clown in a suit and he is still clown president joe the sniffer,1,1
trump 2024,1,1
trump sandwich two slices of white bread baloney a little pickle,1,1
its all bullshit hes saying hes committed treason over and over again his open border is treason against we the people they all get rich and we get poor anyone who buys this shit will find out soon enough biden and his evil puppet masters have put america in the worst position ever,1,1
four more years and our country will be overwhelmed with illegals and a lot of criminal activity higher gass prices world war 3 higher taxes from inflation higher grocery prices etc putin never wanted to go to war when trump was in office in fact nobody was at war lol but hey vote blue four more wars,1,1
my president he makes me 2 b bless to be an american,1,1
this is the person who was going to bring the country together,4,1
you cant love your country only when you win,1627,1
donald who,11,1
now thats the sound of a positive president four more years come on americans vote blue,16,1
for me it was like uss iowa skyrocketing over an hour this is what the president sound when he speaks not like the whining predecessor,9,1
he just tells lies and says talking points to try and get voters but hes not doing anything at the level of the people to change anything its just sad to watch and realize,9,1
best performance by a sitting president based on context and content i personally have ever seen now seems like his age is a benefit as so much has gotten done congrats america congrats,5,1
i am european but if i was american i will be very proud of this president,44,1
which former president called him sleepy joe to me looked like a real president for all americans great speech and the great job you are doing thank you mr president,144,1
i salut you mr president biden grand speach america stand strong united always thanks cnn for sharing with us all,23,1
congrats usa youve got a good president a citizen from spain,9,1
you dont know what you possess till you lost grid of it americans must clearly differentiate between a man who fought for them gave everything back even to the common man and still keeping the pride and image of the nation clean sheet lifting up all sectors and firing with all cylinders but i know americans are very smart and wise people thats the strength and power of democracy leading from the masses opinion great speech mr president,5,1
now thats presidential great from australia,8,1
now that is a strong intellectually capable adult president who cares about all americans and has done things to directly benefit the poor working class and middle class 4 more years,45,1
trump 2024,7,1
the worst president in united states history completely delusional he gave a state of the union more for ukraine not the united states keep inviting your illegals in joey so they can kill our women,5,1
great speach great president you should be proud us,6,1
great speaker well done america make sure you vote for him and make the world safer love from scotland,6,1
this is a how a real president behaves,12,1
now thats how an upright president of the usa sounds like,7,1
mr speaker of the house looks like i dont want to be here but buddy you have to just sit and let that truth go through those your clotted ears think about it can the trumpet hold a speech like this this is what america is and should go back to who he is a criminalconvicted felon who breaths only for himself should be ashamed age has nothing to do here for the choice,56,1
its refreshing to hear a president talk about working for all american s rather than whinining constantly about himself,41,1
i am in tears and not american,12,1
mr president you make me so proud to call you president of the united states thank you for bringing respect back into that office you hold,9,1
this guy is the hope and vision of both the us europe and the whole of the free western world at 81 years of age you got this joe best wishes from an allied in denmark,4,1
you have such a spotless president protect him vote for him here in europe we admire him he is more than a politician he is a head of state a true leader of a nation,16,1
you cant love your country only when you win remember those americans who wanted to move to canada when trump gained power some have such short memories,12,1
outstanding mr president you set the standard,5,1
it is sad that this man has done everything to fix the country but people are being manipulated by a fraudster who only wants to be petty and rob the country voting is the true power to change our country without voting you allow people to go backwards,8,1
prices of everything have been rising during his presidency we cant continue this,7,1
great mr president i wish i can suggest to you or your advisors tha wen you talk about you your background where you come from who you are help you so much to connect to people the average american citizens know who you are now but nothing about your journey on life which really is amazing you are a good president honorable man and a great dad try the mm strategy on your campaign and your numbers will skyrocket millions more of people will be choosing your name on the election day thank you,11,1
he made the snowflakes melt look at the comments good job mr president,4,1
this is a real presidentnot a mockery that is donald trump,9,1
it is refreshing to have a real president leading this country you have my full support mr president keep up the great work your doing all the way,15,1
real dictator right here folks still trying to put trump in chains arrest your best opponent good job lets go brandonx,5,1
only ppl that could listen to his lies is a fool,7,1
the best very experienced know how america needs more like him,4,1
you cant love your country only when you win,25,1
most divided country ever since this presidency,9,1
i like a president who doesnt insult and call them nick names very juvenile delinquent,64,1
joey never lets the country down great work great president great presidency,24,1
donald trump 2024,8,1
hope trump was watching closely,20,1
this is the good american spirit the world appreciates not the evil one that trump spreads over the world,50,1
you cant love your country only when you win brilliant for all the whinny lil babies who think theyre at burger king,115,1
thank you mr president,11,1
he should be in jail for what he has done to our border,8,1
man i honestly dont want to go back to the trump madness,136,1
that is an actual leader,6,1
watching weasel johnsons response to president bidens rebuke of putin says all i need to know,137,1
cant love your country only when you win thats a good one,114,1
i have to say not bad at all for an eighty years old man you cant love your country only when you win,51,1
its amazing that everything he said he will not do the national debt is worst today than it was 4 years ago he has just now realized what shape the border is mike johnson eyes told it all,5,1
i have enjoyed my president it is good to know he has a spine and innovative ideas and can be supremely focused this guy has exceeded my expectations as president and i hope he does have another 4 years,8,1
as we sleep beneath our flag tonight for the first time in a while we know we are in truly good hands thank you president biden for caring about america and its people he knows who the majority is and he knows how bad we have it god bless you joseph biden god bless america god bless our people,9,1
he sounds darn good to me and the policies are attractiveamerica forget the haters and choose the right candidate for world democracy,5,1
the president looks fully charged and sharp very strong message to the people,17,1
you cant love your country only when you win,4,1
true american president should not bow down to putin period,371,1
we are screwed as a country if this guy stays in office another 4 years,8,1
he is so done he proof it tonite dont forget putin endorse fjb,5,1
this was refreshing thank you mr president,4,1
we will not bow down to putin,14,1
he dont talk bs like trumpy trump just facts,6,1
thats what you call a president right there,38,1
my president you did good,5,1
yes i watched bidens state of the union address and was not impressed not at all he rambled on about how trump is at fault for this countrys current failures he boasted and took credit for a prosperous state of the union but sadly this is far from the truth under his leadership america is in decline on all levels and on all major issues and all polls show this to be true this man is living in a dream of self grandeur as do i im 80 years old and my excuse for my self grandeur is that im not the president of the united states nor am i running to be president lets do ourselves and our kids and grandkids a big favor lets give them the opportunity to live free and prosperous vote trump24,14,1
really hope there will be a debate between him n trump and we will see what they re both made of,83,1
this is what presidential looks and sounds like,5,1
im so grateful we have a president in office that takes his job seriously 4 more years,80,1
my president,10,1
we delivered sir surely you deserve another term to lead americans,37,1
you cant love your country only when you win,9,1
you cant only love your country when you win that one quote will be in the history books looking back at this time in american politics,1050,1
wow for once a president that speaks his honest mind and backlashes all the criticism made of him i wanna say he has my vote cause this world is indeed in an unprecedented crisis and he addresses that clearly just as republican president ronald reagan would and just as vocally as libertarian president kennedy would i guess my only question for now is what fire does trump have but embers lol,10,1
mr president you killed it get out and vote the gop out of office,12,1
what a clown circus as they praise this communist and zionist piece of trash on the communist news network fjb,2,2
just remember this president supports toxic woke ideology and the chemical castration of children,2,2
when the other choice is a man like trump a man who with his money always sought power i will always turn away just like ross perot he didnt know a gd thing about really leading a country or gathering our nato allies at a time when there are multiple wars occurring yes we need help at home yes we need more border security but we will always need our allies trump was gonna ditch nato was enamored with putin and alienated all our allies its too late for america to be isolationist like before ww2 it feels exactly like a run up for another possible in europe and we are obligated to help putin isnt killing a million jews but ukrainians and his own soldiers instead some of the bravest fighters ever seen their drone use was a total game changer and showed us how our soldiers need to have a simple and interchangeable small drone program lastly if you still believe breaking into the capitol killing 2 guards and attempting to grab a politician wasnt a serious crime the problem is people like you ill agree the progressive party has went too far left what i cant unsee is the racist undertones comming from the republicans side they are so obvious in their purposeful actionswhy was george santos even considered and now look mccarthy the guy who vouched for him voted out lastly as weve seen we will never be able to erect a fence across the length of our shared border and guard it successfully just watching the maga group in the audience makes me sick they care not about the working class i mean come on every one of them dont believe in human caused climate change when the proof is incontrovertible yes pulling out of afghanistan was hurtful but was necessary after 20 years the taliban had bagram airport totally surrounded and we fled like vietnam i say we should have left after finding bin laden period matt a 4th generation irish american,1,2
what a load of lies and hypocrisy out of this fox mouth,1,2
people yelled about a lovely girl have been killed by illegal immigration our boulders are open widely in danger we the people still cheer to the idiot and want him be voted out four more years,1,2
i just cant stand watching this gaslighting fool make a mockery of the us congress,1,2
this is the most divided i have ever seen the country in my lifetime united we stand divided we fall,19,2
greetings from finland hilarious to see how republicans incl the speaker cannot even civilized clap hands for we are all americans or something else which actually is not party politics we have also our problems but the respect of the president should go above else btw we just had a civilized election of our president all candidates respecting others and discussing even friendly,61,2
it is clear whoever wrote this speech intended to stoke division and further spread fear in the american public it is laced with propaganda rfk all the way,1,2
first state of the union ive watched i usually just watch transcript this was really good disclaimer i am independent who was anti trump but i think i am actually probiden now,50,2
luke 1710 but he knowing their thoughts said unto them every kingdom divided against itself is brought to desolation and a house divided against a house falleth its clear the republicans that they dont want this but to destroy,1,2
democracy nation of censorship,1,2
149 when he says if anybody thinks putin will stop at ukraine i assure he will not why are the people around start applauding they including kamala harris even stand up why,9,2
and its crazy at this point when trump said this just repeated what trump said none of the republicans stand up they clap and do nothing they supported trump as he said this they dont care about this country they dont care about nothing but trump im not saying republicans im saying the republicans and this government,1,2
not voting for you or other dems as a democrat im sending a message you will sow what you reap for ignoring our requests for ceasefire and a palestinian state going for thrd party,2,2
key moments enjoy i only made it 38 mins in 548 good little gaff 848 roe we vade 931 wtf 1058 whimper cough 1330 lies about job growth again ugh 1505 buy america 1806 hahahaha 2053 insane chant for no reason 2135 the state of the united states 2256 agrees with trump 2440 im gonna get in trouble for saying that followed by unintelligible 2625 my wife needed a job awkward clapping 2658 people clap and cheer for an if 2750 oops im sure hes fine i cant wait to get into my hofordable home 3253 lies about cutting the deficit mumbles 3318 aoc looking cute followed by nonsense 3340 gonna need a fact check here 3545 a million what 3558 lies about the tax rate of billionaires again 3713 biden goes terminator,1,2
hello my kind and compassionate liberals i am an illegal immigrant or what you call an asylum seeker can you be so tolerant and kind to let me stay in your home this will be your chance to show the world how liberal and woke you are who wants this honor im taking applications,1,2
the state of our union is strong and getting stronger what in the hell delusional,1,2
how can our country ever find unity with the divide i feel we are lost,6,2
tonight muteness hit the entire republican party with numbers and facts after facts biden muted them,1,2
kamala and him have ruined this country 2 people single handly run it in tn ground,1,2
the republicans are really bad they dont even clapped one time disgusting people,2,2
thank you for providing this venue that clearly shows which political party is in support for the average hard working middle class the republican party members sitting there should be ashamed,2,2
this is the most fantastic address to the union ive ever heard ive been political 75 years maga has no affect on me but by cracky im fighting for my grandkids and my great grandsoni will die fighting,9,2
trump had a republican house senate but passed no useful legislation they were like kids who show up to class without their homework they forgot that legislating is part of the legislative branch,17,2
the divider in chief turned the state of the union address into a political ad a liar and corrupt politician who has destroyed our country opened our borders allowed 2 wars a botched afghanistan withdrawal and taken us to the brink of wwiii none of this happened under trump if the media was honest you would have a different opinion of joe the segregationist biden my advice is to watch a trump rally which is never covered by the mainstream media i attended the rally in richmond va and there were thousands of americans of every color ethnicity and religionthe lines wrapped around city blocks open your mind and allow truth to enter donald j trump for president end the wars now stop the killing now close our borders now,2,2
i dont understand how the democratic voters can be so ignorantits almost scarylookat the facts just look at whats happening to our country and is still happening its shamefulplease acknowledge the pure facts and actionsall biden is is a bloated float ego of talk and liesfeel good empty promises thats hurting us we the people who are hard working citizenspaying for illeagals to harm and drain families who earned the right for all the help they need and dont getbusiness are shutting down due to crime theft vandalism over crowding and basic items not able to be delivered due to catering to illeagalsenough is enoughwe cant afford themi refuse to pay anymore,1,2
nancy pelosi ilhan omar lead democrats in criticizing joe biden for accurately calling laken rileys accused killer an illegal,2,2
sure seems competent to stand trial what ya think,1,2
vote blue for bloodshedwar and human trafficking,2,2
gloves off this was no sotu it was a declaration of fight senator bernie is cliching his fist and we europeans do too thank you for standing with us on the side of democracy and human rights i understand now why the gop is so scared of joe he speaks plainly to ordinary people,5,2
border is crap prices are high crime is high my vp called me racist you aint black if you dont vote for me but clap every 5 seconds when i can put sentences together lmao clown show,1,2
less script reading and yelling with patriotic nonsense more actions old man,1,2
is this a speech or a tamtrum people are sick to vote for this sick insane war criminal,1,2
dayum ive never seen so many childish immature adultsengaging in a sit down protest at least they were not bitten by dogs i guess,6,2
those been prosecuted for jan6 should be pardoned they did for this country they love this country they love america those looting after floyds death should be prosecuted they loot for themself they hate this county they hate american,1,2
look at how disgusted the republicans are when he talks about billionaires paying taxes these people are demons,2,2
this was the sickest speech of any leader in american historythink this old man couldnt remember laken riley name he called her lincoln and looked up to see her parents in the top gallery not knowing they were at home heart broken he compared her brutal killed where her head was smashed by a venezuelan illegal monster to his son who dies of cancer and then went on to say like 1000s of people who died because of illegalsthis was the communist manifestothe chinese must think if this is communism they wouldnt want any part of itthis was faustian and the devil has now come for his evil soul,1,2
im a swede so havent seen every state of the union speech last few years but am i imagining or is there much less applause and signs of agreement from the opposing party now than say 15 years ago,9,2
the republican senators did not clap because there were no rich companies there trying to buy them,5,2
remove republican traitor and trump lackey michigans tim walberg his town hall last night was an embarrassment to the state of michigan and the united states house of representatives investigate,2,2
625 the threat to democracy must be defended yes thats what these satanists have been doing for decades stuffing ballot boxes and sending all your american tax dollars to israel,1,2
if americans were only capable of thinking for themselves instead of following here here maga morons wed be in a much better place especially democratically,1,2
the supreme court is a disgrace,1,2
5210 thank you president biden for mentioning uvalde honor the angels and their teachers with additional comprehensive federal gun safety legislation uvalde never forget never give up,18,2
freedom and democracy 1984,5,2
the whole cabinet and the whole senate is full of zio s,1,2
those republicans shouting disrespectful comments is ridiculous what trash,1,2
speaker of the house is like uh man youre lying,10,2
my predecessor came into office to see roe v wade overturned right on and his appointments accomplished that thats why we want him back,1,2
never in my life have i been so angry at my president and my government for blatantly lying to my face and camel toe standing up and clapping like a monkey really disgust me and to say 400 a month to everyone that buys a home when clearly nobody can afford to buy a home is ridiculous 400 wont get you anywhere these days and cnn should be ashamed of themselves for not reporting the facts,2,2
kamala needs to take a seat like she has her entire vice presidency,1,2
americans comeback will be maga,1,2
to watch a black american woman applaud genocide in a foreign country,2,2
the groups of republicans sitting there like bumps on a log look embarrassed nervous and lost they know theyre wrongexcept marjorie shes too ignorant to know how stupid she is vote these assholes out of office,2,2
why arent republicans standing up and clapping for all the things that are so obvioysly good for america,2,2
yeahthanks janet for lining the pockets of the shareholders off the cries and tears of the us citizens,1,2
the democratic party will be remembered in history for destroying the united states of america,2,2
this country is under the judgement of god with wicked leadership its all a dog and pony show nothing to see here,2,2
yep only thing republicans push is culture wars and nazi ideology,1,2
redumblicans are factresistant,1,2
the justices expressions were priceless where are thomas and barrett they should feel the heat for their decision on roe v wade,33,2
mtg queen of the karens jesse dollemore stop electing stupid people,55,2
im still voting for literally anybody else,5,2
crazy how both sides are so focused on attacking and humiliating each other rather than just considering what would be best for the country,2,2
saving democracy,1,2
the speaker failed to clap on every point covering the benefits the american population has obtained,17,2
today was the most disrespectful day of mtg life who with any selfrespect shows up in congress wearing a hat and a tshirt but disrespect is the platform of the maga party and mtg its biggest champion mtg you are an embarrassment to yourself our government and our country,6,2
republican lawmakers you are done especially the wimp mike johnson bye,2,2
get your illegitimate regime out of our house,1,2
omg i feel like im watching idiocracy,2,2
the state of our union is the weakest its ever been,5,2
so republicans want children to drink leaded water and have brain damage why didnt they clap for that,1,2
send me the app i am ready to dream and vote,2,2
us women all across the country will be actively working to get republicans out of our government permanently watch us,2,2
you cant live your country only when you win yes stop division stop the propaganda,1,2
political violence has no place in america then seeing half the room still seated and refusing to clap is chilling the republican party is a dangerous threat to this country,19,2
these republicans are shameless,49,2
and président kamala harris of california usa,1,2
what decency looks like for those who still care about that,22,2
what a shitshow america is a circus that will distroy this world,1,2
7 minutes into this and im already feeling done it feels more like a political campaign our political system is so lost i wonder if you could even call us a democracy anymore,1,2
nice speech good luck america our fledgling south african multiracial democracy is inspired by this message watching all the way from ballito south africa,22,2
we love how much we love freedom for the rights of women and children,8,2
amazing that theyre booing a bill theyve crafted you know they dont want to govern they want to make their false god happy,2,2
the only reason that i hate that there are no negative comments here is because it means that the other side did not watch the state of the union address,1,2
vote blue all the way so we can get student loans cancelled roe vs wade overturned middle class to finally get tax cuts people who are disabled to get their disability without soe vocational worker saying what work a disabled person can do when it has been documented by medical doctors and diagnostics that one is disabled,1,2
obamas puppet show vile reprobates,1,2
mj what a morbid peedo just shaking his head at basic statistics lol bro be 100 just dont clap at all we know you hate democracy too cant decide if he looks like fievel mousekewitz the russian immigrant mouse rango the lizardor some weird hybrid of all that jeff sessions mitch mcconnell and a frog thats been making out with elon musk all night look at those lips theyre keeping mj freshly pumped with stem cells and adrenochrome because dudes not even a real person maybe a teslabot hes probably an alien from marsalago at best hes just a butt plug disrespectful mfka too at least the other republican speakers had some composure back there these guys arent republicans tho this is a new party of violent extremists they cant wait for another violnt insurrection to happen or worse the only solution imo is one purple state solution not two divisive ones how do we get there also i need a woman that looks at me like gaetz looks at joe biden its funny to me that boebert clings to his side so she doesnt end up looking like large marge with no friends on the other side of their side clown show lol who are these people what are they,2,2
scotuss biggest mistake was rubberstamping this oafs fake election,1,2
is he gonna give the state of the union address or do a party campaign,21,2
he spoke and even the republicans listened and where he called out the expresident and even called out the 5 justices,8,2
you are persecuting and jailing your political opponents and you dare talk about the assault on our democracy and freedom,2,2
what an idiot they stole the election and even though they are going to try it again god will not let that happen,2,2
roe v wade it says in every american has the right to life liberty and the pursuit of happiness key word on life,21,2
vive you démocrates of américain,1,2
sir i think you forget that we all saw jan 6 with our own eyes and the way you have embellished it for political gain nonstop since then,2,2
how does joe define a woman in his domestic violence bill as usual joe misquoted trumps get over it there was more to the statement that joe left out wheres his office of misinformation on this instead of banning so called assault weapons btw what is your definition of an assault weapon how about harsher penalties for those that use a gun to commit a crime responsible gun owners dont shoot people except in self defense no gun has ever killed anyone the person handling the gun is the one that kills the reason our trade defect is low with china is because of trumps tariffs the reason chip manufacturing in back in the us is because of trump he did the ground work to get the plant built in ohio,2,2
10 million foreigners flooding into the united states from the southern border dont you think that the democrats are not going to regeister as many they can to vote in 2024 even if 1 million of them get a ballotthat will insure the democrats a win in the 24 presidential election not to mention by the 2028 electoral they all will be registered as democrats and vote for democrats republican party is going to suffer from this efflux of voter fraud its coming the next 25 years are gonna be bad u in f trump looses this election and he very well could just like the 24 election,5,2
lousy trashy speech full of lies deceptive promises very cold heart feel no remorse nor sympathy for all the tragedies around the country caused by criminals illegals,1,2
the supreme court justices need to listen and protect the republic not cater to hump,2,2
january 6 people being arrested in prison and not even being charged totally illegally on constitutional,2,2
at the 500 minute mark my message to president putin is simple we will not walk away we will not bow down i will not bow down why was this segment not shown on any of the msm programs about the state of the union address easily the most powerful statement in the whole address,39,2
whata over hyped delusional speech my goodness this nation is so fucked,1,2
this is what propaganda looks like,8,2
mtb is mega tyrant and she interrupted president biden she hasnt done nothing for her district or this country she loves russia,1,2
the current republicans have no moral principles and worship money and cannot serve the american people,1,2
who has the power who has the power the rich and the corporations if you dont like what has been happening look at them hello wake up the republicans support the rich and the corporations the democrats fight to balance the power educate yourselves,2,2
awake up america,23,2
gop can only sigh and look sheepish no issues in which to even heckle,7,2
why is mtg allowed to wear a hat and tshirt when fetterman wore a hoodie republicans lost their minds and didnt the parents said they did not want to be involved just disrespect,2,2
the republicans are so afraid of trump they wont clap about lowering drug cost why do the republicans go against their own interests,1,2
its seems plain one side is striving to improve on what came before while the other offers minority rule and a return to the 1950s,37,2
god bless every republican who stood up at least one time for what our current president represents thank you for caring,7,2
clarence thomas would not recuse himself from the colorado ballot case even though his wife was involved in the jan 6 insurrection but he did recuse himself from the sotu address he is the epitome of shameless and shameful 1033,5,2
the democratic party is truly for people with a very low iq,1,2
écoutez je suis toujours démocrates of américain,1,2
what a great comprehensive state of union address,23,2
empty words politicians lack everyday life experience such as buying foods riding public transportations fearing mortgages street crimes and so on,7,2
applause for whathis rejecting of minsk agreements and making ukrain a grave yardshame on you all,2,2
they are taking about weak and when i say they they know themselves mr president you hit the hammer on head youre right on point all the way you nailed it,5,2
absolute bullshit lies upon lies a disgrace to those who gave their lives for this once great nation god only can save us now,2,2
i was surprised how divisive that speech was there were more direct accusations and disses across the aisle then im accustomed to in a state of the union address seemed like it was half state of the union and half campaign trail,7,2
this administration is a raging septic tank fire,1,2
do these dinosaurs even know what its like to live in this country people are starving cant even afford to pay rent homelessness is running rampant but all these clowns wanna talk about when addressing the nation is sit around and toot their own horn about how great things are no this is a fucking dystopia and the people who are in charge of fixing it wont even try to fix things,2,2
these republicans are showing you who they are look at them how disgusted they are when biden wants to raise taxes on the rich people republicans dont care about you,2,2
most transparent truthful on point state of the union ive ever watched,7,2
sludge it wasnt state of the union it was a campaign speech iam going with trump this time,1,2
wow not even a state of union addressit was more of a political campaign to run again in 2024 pathetic worthless incompetent and incoherentand cnn coverage of this train wreck was typical bs,1,2
state of stupidity address,1,2
we have scheduled democracy,9,2
yesssssssssss this is why we have to vote blue people america need you now,1,2
vote third party,2,2
when he talked about raising taxes on the big money makers the republicans wasnt happy about that none of them was clapping,1,2
you all are playing into their hands we are divided more than we ever have been before this is what they want if we are fighting eachother we can not stand together and raise against the leaders of this country that is tearing it apart and if you cant wake up to see what they are doing we all will fall untied we stand divided we all fall,47,2
botched afghanistan with draw open borders record high fuel prices record high inflation covid lockdowns closing down small businesses and not letting people go to church gay drag shows at schools trampling on our first amendment right of freedom of speech sending billions to ukraine more wars what are you people clapping about,2,2
we need everyone to support her,2,2
thanks god whatever be will be which is which america must stand to her constitution to build forward stronger for the better everybody agreeing e pluribus unum one nation under god for peace prosperity god bless america forever serves as a light hope of the whole new world new heavenly earth saving humanity,1,2
the moment they take our guns is the moment they take our freedom,1,2
freedom of speech why cant this latina girl call you guys out with bullshit destroyed my country,1,2
the state of our union is strong,1,2
imagine if trump was in office essentially imported millions of future democrat voters on all our tax dollars like bidens administration has done if the roles were reversed would you all be outraged how about how they are gaming the system for new house seats by massively increasing the population in the big sanctuary cities such as nyc chicago la it doesnt even matter they cant vote yet its the increased population not citizens in all of these cities that will equal more house seats likely more electoral points in the near future take your bias away for just a minute look at that open minded as possible justify how thats not corrupt its the hopeful set up for about as close to a future one party rule as you can get that doesnt even count the mass amount they have flooded into texas there needs to be balance i am an independent gen z voter btw i just choose to look past the personality at times of trump see that his policies made most of our lives more affordable our country safer i know politics has become so polarizing divided so many people but we all do have a lot more in common than we think for the record i am all for immigration thats one of the greatest things about our country is our diversity but theres many many reasons why it needs to be done legally instead of opening up the border entirely for 3 years btw biden on day 1 used his executive orders to completely abolish trumps border policies then is now blaming him his maga friends for not fixing it biden has literally been to the border once in 3 years they know what theyre doing just look at the fentanyl flooding in the crime the children missing look what happened in georgia recently its not right,1,2
as a canadian watching this speech i would be extremely proud at this moment to be an american ashamed only of the heads held low in shame of past and current behaviour as cult members joe you have made a great showing of how some people of that age still hold dignity wisdom and humour intact people of america can be proud of this elder statesman,5,2
nobody talked about this but did anyone hear the line close to the end where biden talks about people should not have to go to prison because of weed like what obama said years ago and kamala harris gets up and starts clapping hard but she put a lot of people in jail for marijuana look it up its like why the fuck is she clapping what a hypocrite clown administration this is full of lies,1,2
dear modern republicans you are in the seats of congress why are you being led by somebody booted out and a wannabe you every damned one of you need to be on your feet and behind your current leader just as you would wish democrats would support your own if he were in that my friends is why you were elected selected to be there remember you get what you put into it i have faith in both parties to do the right things will you all,1,2
im surprised cnn didnt turn off the comment section,19,2
im surprised they didnt turn comments off like the rest of corrupt news,1,2
voting stronger than ever choice is clear,9,2
how are our freedoms at threat,2,2
didnt hear anything about the great reset what wef and un are up to all this clapping giving me a headache more climate gaslighting,2,2
1 america has the best crazies just look at la county keeping us 1 in top crazies usa 1 foreva man,1,2
1 la crazies love liberalshistory of a girl named jessee lee jamesbetter than dougie howserorigins la county hospitals systems because they are interconnected,1,2
to keep the people united they should have had a recount of the votes,1,2
america and the world just watched republicans show their support not to america but for themselves by staying seated while true americans rose and clapped,1,2
hey republicans are you ok im just concerned about your health because you just got spanked so hard maybe theres a vaccine for that,2,2
3 minutes in and weve already quoted ronald regan clown country were fucked wassup beijing,1,2
support a better america not a cult run by a rapist insurrectionist and fraud wake up maga you are supporting a loser that is only running to avoid prison and not to make america great again,1,2
the whole right side is so damn unamerican yall cant be positive about anything good because it isnt about what is being said it is who is saying it and you cant claim any kind of religious refuge because this is the behavior of lucifer that you would glorify yourselves instead of serving,1,2
cnn is definitely scrubbing this comment section,1,2
i remember when kamala harris was running against joe biden talking about how racist he was and now she sold out and joined hands with the dude that is crazy crazy sellout,2,2
get a good look at all the blue clowns and some red that just want to spend your tax dollars on illegals and foreign wars they will have money printed and send crates of our cash to foreign wars and have no idea where it went money laundering 80000 children the border zar doesnt know where they are at or what type of home they ended up in this congress is the biggest load of corruption in history a vice president who has accomplished nothing cant even write a speech worth speaking so she eats salad and crow,1,2
i liked when the president called out the maga cults with real truth facts,2,2
if you vote for the dictator numb nuts bankruptcy king youre so very ignorant,2,2
this is a joke and i cant believe people voted for this idiot,2,2
keep tankin this country with your lies and bs,1,2
id say what i really think about our current administration but ive learned its pointless to argue with idiots no mater which one of the three kinds because they will never understand what you are trying to tell them,1,2
the republican party is a russian proxy on american soil vote them out,1,2
this didnt sound like a state of the union address it sounded more like a campaign trail sigh i am hoping someone will show up to fill the vacancy,1,2
why is the gop so mean always angry thats crazy,2,2
thank you lord commence ivf to alabama and all states all over the nation roe v wade should exist not overturn,6,2
lie most americans do not agree completely with roe v wade which basically makes abortion under right to privacy so babies up to the second before they are birthed can be killed most americans support limits especially after the first 3 months lie it is not reproductive freedom it is abortion the opposite more like antireproductive or baby life termination freedom and what about the freedom of the child where do the human rights for the baby start a heartbeat when they suck their thumb around 3 months in womb lie roe vs wade was not over turned by trump but by the supreme court it has been debated and seen as bad sloppy law since the case closed because again it uses right to privacy to kill another human being lie women nor men can vote a justice out of office the statement biden makes agaisnt them is divisive nasty deceptive lie you cannot vote away even in the legislature a supreme court decision just like you cant make a law in congress that reinstates slavery because of the 13th ammendment they can be repealed through the courts though,1,2
cool yes thanks you soy math you démocrates of américain,1,2
amazing policies with education these policies will absolutely push america in the right direction,1,2
when i started they said i was too young but now they say im too old yes joe you have been a festering boil on the ass of american government for far far too long,1,2
republicans couldnt stand up for improving childhood literacy says it all,2,2
what a clown same old war cry they love war and death they are sick sick sick,1,2
nancy pelosi taught laughing kamala how to claplets go brandon,1,2
what a bunch of disingenuous people literally the worst government in the history of america,1,2
repugnance is synonymous to these republicans,1,2
women are not without electoral or political power,35,2
