channel_name,video_title,published_at,video_id,view_count,like_count,comment_count
Al Jazeera English,"‘A problem in Washington, not just in Tel Aviv’ : Marwan Bishara",2024-05-08T20:18:20Z,tDFm-9m3c4I,224681,5211,864
Al Jazeera English,Kim Ki-nam: North Korea’s former propaganda chief dies at 94,2024-05-08T19:56:51Z,f39P1NxSaTk,8596,125,12
Al Jazeera English,"War on Gaza: ‘Please, please have a ceasefire now,’ WHO says",2024-05-08T19:15:53Z,axiTZPKgOy4,7620,299,98
Al Jazeera English,Israel demolishes nearly 50 Bedouin homes in Negev region | Al Jazeera Newsfeed,2024-05-08T19:10:26Z,EIh1varLIfI,14659,468,109
Al Jazeera English,White House condemns ‘racist’ taunting of Black protester in Mississippi | Al Jazeera Newsfeed,2024-05-08T19:00:34Z,PIwEjlowciY,30049,869,499
Al Jazeera English,Will Israel face consequences for seizing the Rafah Crossing? | Inside Story,2024-05-08T18:44:09Z,g-qvYm8i1KY,103727,1909,841
Al Jazeera English,Civilian death toll in Gaza not being stated by Israel is ‘complete nonsense’ | Quotable,2024-05-08T18:40:15Z,dhfPwmBW9O0,51493,2698,487
Al Jazeera English,Migrating to the US through the deadly Darien Gap | Fault Lines Documentary,2024-05-08T18:30:20Z,YAlLb-TV7_c,134628,377,70
Al Jazeera English,Pressuring Hamas for better deal Israel’s main priority: Analysis,2024-05-08T17:42:13Z,reEQl_f0fJU,13105,213,74
Al Jazeera English,Israel conducts largest demolition of Palestinian homes in years in Negev,2024-05-08T16:45:58Z,Pl9Aj1MmGa8,25672,539,267
Al Jazeera English,The Final Breath: The threat to life in the Amazon | Dying Earth: E5 | Featured Documentary,2024-05-08T16:30:05Z,FdW9w47pLQg,22306,789,90
Al Jazeera English,Why Israel attacking Rafah is so controversial | Al Jazeera Newsfeed,2024-05-08T16:20:14Z,hXxIfnjXXu4,30442,1222,311
Al Jazeera English,Unlocking Ancient Mysteries | Digital Dilemma,2024-05-08T15:22:38Z,DVLknqQq22A,14178,671,20
Al Jazeera English,War on Gaza: Third mass grave found at al-Shifa Hospital,2024-05-08T14:45:03Z,t3eaw53f7II,50663,2002,746
Al Jazeera English,"With no universities left in Gaza, student protests bring hope | The Take",2024-05-08T13:41:22Z,qI2ZjPXlcw0,15854,1076,195
Al Jazeera English,Border closure means injured Palestinians can’t leave Gaza | Al Jazeera Newsfeed,2024-05-08T12:41:08Z,ZyDGT9RCaKM,23206,1013,404
